id,course,chapter,question,exam_years,star_rating,matched_terms_기출1,matched_terms_기출2
4c9e3509-61ba-4f77-b395-1c11dcb46a20,하지 근육,고관절 근육 (굴곡/신전/외전/외회전),대퇴근막장근(TFL)과 고관절 외회전근군 (교재 p.144-146),"[""기출1"",""기출2""]",5,"TFL,대퇴근막장근",TFL
6953d637-18f6-4b1b-809b-4e4bed4f9d8c,하지 근육,고관절 근육 (굴곡/신전/외전/외회전),대둔근(Gluteus maximus)의 Action에는 고관절 외회전(External rotation)이 포함된다.,"[""기출1"",""기출2""]",5,"Gluteus,maximus,rotation,외회전","Gluteus,maximus,rotation,대둔근,외회전"
16b5824e-580c-48d1-9817-c7edef143cae,하지 근육,고관절 근육 (굴곡/신전/외전/외회전),중둔근(Gluteus medius)의 전방섬유(anterior fiber)는 고관절 외회전을 만든다.,"[""기출1"",""기출2""]",5,"Gluteus,anterior,medius,중둔근","Gluteus,anterior,medius,중둔근"
1eed6137-9a30-4bff-8684-568713152dcc,하지 근육,고관절 근육 (굴곡/신전/외전/외회전),Iliopsoas (장요근) 근육의 주 움직임(Action)은 무엇인가?,"[""기출1"",""기출2""]",5,"Iliopsoas,장요근","Iliopsoas,장요근"
f9f1ba72-e9fc-4855-bee7-16f775fbec06,하지 근육,고관절 근육 (굴곡/신전/외전/외회전),"다음 동작(반가부좌 자세, 무릎을 굽혀 발을 붙인 좌위)에서 보이는 고관절의 움직임은?","[""기출1"",""기출2""]",5,보이는,보이는
ba24c93a-c03d-4f9b-b57f-e88d7a727676,하지 근육,고관절 내전근과 대퇴사두근,고관절 내전근군 6개 (교재 p.147-150),null,1,,
829b4477-7ac3-493f-8aa1-ba1b9f0a428e,하지 근육,고관절 내전근과 대퇴사두근,봉공근과 대퇴사두근 (교재 p.151-152),null,1,,
98ecfb1f-e360-4b7c-bca7-4ca88ecd982f,하지 근육,고관절 내전근과 대퇴사두근,봉공근(Sartorius)은 고관절 내전근(Hip adductor)에 속한다.,"[""기출1"",""기출2""]",5,"Sartorius,봉공근","Sartorius,adductor,내전근,봉공근"
f967e459-7c0e-45bb-8da5-4483a674357e,하지 근육,고관절 내전근과 대퇴사두근,대퇴사두근 4개 중 유일하게 고관절 굴곡(Hip flexion)에도 관여하는 근육은?,"[""기출1"",""기출2""]",5,"flexion,관여하는","flexion,관여하는"
ecca2758-d04f-4858-ad05-c3ce5d9a60ea,하지 근육,고관절 내전근과 대퇴사두근,Hip adductor (고관절 내전근)를 모두 고르시오.,"[""기출2""]",3,,"adductor,내전근"
f7a038a8-f1ba-43cc-90fd-7c915ce0fdd1,하지 근육,햄스트링과 하퇴 근육,햄스트링 3근 (교재 p.153-155),null,1,,
5bd5b026-6132-46d2-833a-942b83a3b584,하지 근육,햄스트링과 하퇴 근육,하퇴삼두근: 비복근과 가자미근 (교재 p.156),"[""기출1"",""기출2""]",5,가자미근,가자미근
82f00a12-af68-43e8-9a87-99c4b30ae4b3,하지 근육,햄스트링과 하퇴 근육,슬와근 Popliteus (교재 p.157),null,1,,
8dbfa52a-327d-4477-9104-3152bc662d1d,하지 근육,햄스트링과 하퇴 근육,가자미근(Soleus)은 비복근(Gastrocnemius)과 달리 슬관절 움직임에 관여하지 않는다.,"[""기출1"",""기출2""]",5,"Gastrocnemius,Soleus,가자미근,비복근,슬관절","Gastrocnemius,Soleus,가자미근,비복근"
7cbf5f6c-45ef-44ec-abaf-55a75c8ffab3,하지 근육,햄스트링과 하퇴 근육,햄스트링 3근의 공통 Action은?,null,1,,
9472330b-9190-49be-a282-aa8948b12073,하지 근육,햄스트링과 하퇴 근육,다음 근육의 이름은 무엇이고 어떤 움직임을 만들어 내는가?,"[""기출1""]",3,"만들어,무엇이고",
092393e9-95c5-4f3f-918b-c7eb0db9b738,하지 근육,발목 근육,전경골근과 후경골근 (교재 p.158),"[""기출1"",""기출2""]",5,후경골근,후경골근
a1142dd8-2755-404c-8160-1c705777232b,하지 근육,발목 근육,비골근군: 장비골근과 단비골근 (교재 p.159),null,1,,
b5dd023e-8fa6-4ed7-854f-7f6753d95a33,하지 근육,발목 근육,전경골근(Tibialis anterior)과 후경골근(Tibialis posterior)은 모두 내번(Inversion)을 만든다.,"[""기출1"",""기출2""]",5,"Tibialis,anterior,posterior,전경골근,후경골근","Tibialis,anterior,posterior,전경골근,후경골근"
77499c30-e78b-4267-8116-08f6cf884a2d,하지 근육,발목 근육,장비골근(Fibularis longus)의 Action으로 올바른 것은?,"[""기출2""]",3,,longus
837a67f4-596d-4fca-9930-dff5b0d56119,하지 근육,발목 근육,후경골근(Tibialis posterior)의 정지(Insertion)로 올바른 것은?,"[""기출1"",""기출2""]",5,"Tibialis,posterior,후경골근","Tibialis,posterior,후경골근"
84ae5ec2-7472-49dd-b964-68616c582d39,하지 근육,발목 근육,후경골근(Tibialis posterior)의 약화는 평발(Flat foot)의 주요 원인 중 하나이다.,"[""기출1"",""기출2""]",5,"Tibialis,posterior,후경골근","Tibialis,posterior,후경골근"
