lesson_id,chapter,lesson_question,match_count,matched_quiz_ids,matched_quiz_questions
ee3b5b18-d720-4bf7-952c-2909f17fb740,하지 관절,슬관절과 인대,5,b939b603-5296-4734-b96a-25a518261fa5;667ce89e-a4b1-4eff-bea7-2a8d2be3f29a;16b3cfff-beb5-4fb5-87c7-f11cece38b5f;e75f6fae-f9ac-41ff-87e9-f6f43adf3994;57918292-123b-4040-9cfd-76e0b23c10ec,슬관절에서 경골의 전방 이동을 방지하는 인대는? | ACL(전방십자인대)은 경골의 전방 이동을 방지한다. | 다음 중 고관절(Hip joint)의 안정성을 높이는 구조물이 아닌 것은?
82208f05-296a-438e-88dc-cdb30c2ceb13,하지 관절,발목 관절,4,e75f6fae-f9ac-41ff-87e9-f6f43adf3994;57918292-123b-4040-9cfd-76e0b23c10ec;6a2a50dd-c73e-4f3b-8054-123487ec695f;16b3cfff-beb5-4fb5-87c7-f11cece38b5f,발목의 내번(Inversion)과 외번(Eversion)은 거퇴관절(Talocrural j | 발목 관절(Talocrural joint)은 어떤 관절 종류로 분류되는가? | 다음 관절과 그 종류(Type)의 연결이 모두 올바른 것은?
0c4bc30b-f35f-4fee-8761-c7f08da0706f,관절의 기초,관절(Joint)이란?,1,79ae07dd-19f8-4b38-8fc1-e35ba633b9a3,관절가동범위(ROM)를 결정하는 주요 요인은?
152b0d62-0631-4fbe-b1d0-67543967c5cc,관절의 기초,관절의 기본 구조 (주변 구조물),2,6111f07f-3516-40e0-a3e1-9d883cf11e6e;ebc8a69f-ca98-40e9-9366-ef22ab34228a,다음 중 관절 주변 구조물의 역할이 아닌 것은? | 인대(Ligament)는 근육과 뼈를 연결하는 구조물이다.
920268c1-ff18-4cfb-8f93-c80fee7ba227,관절의 기초,관절 운동 형상학 (Arthrokinematics),0,,
11783fcc-755a-4301-881d-b658c295ff94,목 근육,흉쇄유돌근 SCM,1,817bdec4-9bc8-435a-b6c6-4b5ece9d61ab,SCM(흉쇄유돌근)의 정지(Insertion)는?
0b5ef135-9f47-47d1-bb7c-4d14f3f55a6b,목 근육,사각근 Scalene,2,817bdec4-9bc8-435a-b6c6-4b5ece9d61ab;7c5a6c9a-84d2-4a10-8898-a06025ac871a,"SCM(흉쇄유돌근)의 정지(Insertion)는? | 사각근(Scalene)은 호흡 시 제1, 2 늑골을 들어올리는 호흡 보조근이다."
1738f0a2-7fda-4dc6-99b5-43594269d4b9,목 근육,목 신전근과 후두하근,2,e029290d-27cc-40a6-b6d7-667f6b51a476;efaea271-feb4-4fff-9ab8-7d02cdc0d35a,다음 근육들은 어떤 움직임을 만들어내는 그룹인가? | 다음 근육의 이름과 움직임(Action)을 고르시오.
e63f596f-87d2-47c7-a5ee-2ced07a352c7,자세의 이해,자세(Posture)란 무엇인가,1,500b73d2-dd8d-4e55-b279-c69d7103bab4,이상적인 자세(Ideal posture)에 대한 설명으로 가장 적절한 것은?
45cc403f-4e8a-44e8-bb73-0037c770f721,자세의 이해,부적절한 자세와 근골격계 통증의 관계,1,4f3d9070-5a2d-419c-8ae5-1ccb38e8dbc5,부적절한 자세를 가진 사람은 반드시 근골격계 통증을 겪는다.
5439d858-8eff-41c4-bca3-8d45f264cb09,자세의 이해,자세에 영향을 미치는 요인,0,,
a48032ea-e343-4ed8-84c4-0581c2315abc,자세의 이해,자세평가의 목적과 시기,0,,
115024e6-a117-4bf0-91ec-53344692a8d2,근육의 기초,근육 수축의 종류,1,4a94a901-1137-452a-91aa-a7026cc9133b,신장성 수축(Eccentric contraction)은 근육이 길어지면서 힘을 생산하는 수
b44529b5-34e5-427a-9ae5-8e9b8d1ccc9f,근육의 기초,작용에 따른 근육 분류,0,,
4713d50b-2d18-4fdf-b0e1-9a29f1e0baee,근육의 기초,고유수용성 감각기: 근방추와 GTO,2,fc2649a4-8f3c-43b1-af4a-db33a72ac49a;d2eaf6e3-5b8a-466f-baed-29b6b1d99af8,"근방추(Muscle spindle)는 근육의 과한 수축에 반응하여 해당 근육을 이완시킨다. | 근육의 길이 변화에 대한 반응을 하는 고유 수용성 감각기로서, 근육의 과한 수축에 반응하여"
b451ca1c-5306-449a-94b3-a9e0e5dbcc96,해부학적 방향 용어,"기본 방향 용어: Superior/Inferior, Anterior/Posterior",0,,
640fa35f-3c2f-4801-a68a-e4bcb0d64c22,해부학적 방향 용어,"기본 방향 용어: Medial/Lateral, Proximal/Distal",3,0a1896a6-6406-406a-b11a-0d6f944ee574;686521b1-b59f-48a3-b39a-783a200bf534;ab45e298-606b-4e80-b11a-a79bc7023037,경골(Tibia)은 비골(Fibula)보다 Lateral(외측)에 위치한다. | 어깨는 손목에 비해 어떤 방향에 위치하는가? | 다음 중 방향 용어의 설명이 올바른 것은?
8d337f83-f9b5-4163-8945-755b3479c276,해부학적 방향 용어,"추가 방향 용어: Superficial/Deep, Ipsilateral/Contralateral",1,624ace2e-b046-42ef-906a-67baa5d2cdb0,복횡근(Transverse abdominis)은 복직근(Rectus abdominis)에 
74b861b0-af80-4640-9780-222e8909bf2f,뼈의 기초와 분류,뼈의 기능,0,,
30a0a087-3aed-4dfe-9c1a-1344980e1026,뼈의 기초와 분류,뼈의 형태에 따른 분류,5,e262e4fc-cfaf-40ac-9dbe-a054086e78db;1505f2f0-48df-469c-b19c-b4e27703f355;24cdc368-a9fc-43a8-a3c7-a165b2400cd3;d2750d11-04b9-4175-9c30-0bcb0f71e3a2;c3e71907-931f-41bd-ab21-b5c063696b49,다음 중 Long bone(장골)에 해당하는 것은? | 견갑골(Scapula)은 편평골(Flat bone)에 속한다. | 다음 중 뼈의 형태 분류와 그 예시가 올바르게 연결된 것은?
275f0e91-27f6-4cd6-8414-74c785f2f19b,뼈의 기초와 분류,축골격(Axial)과 사지골격(Appendicular),4,c3e71907-931f-41bd-ab21-b5c063696b49;e262e4fc-cfaf-40ac-9dbe-a054086e78db;1505f2f0-48df-469c-b19c-b4e27703f355;d2750d11-04b9-4175-9c30-0bcb0f71e3a2,다음 뼈의 분류에서 사지를 뭐라고 부르는가? | 다음 중 Long bone(장골)에 해당하는 것은? | 견갑골(Scapula)은 편평골(Flat bone)에 속한다.
449ad8b0-8207-4710-b34a-811358ba0969,척추 근육,척추기립근 Erector Spinae,2,ed38b6c8-1934-49f5-a6ec-cd8a6d3da1c3;ae0e9e15-fc14-48b0-b1ea-47ba7a978e9c,척추기립근(Erector spinae)을 구성하는 3개의 근육은? | Erector spinae(척추기립근)의 구성 근육으로 올바른 것은?
2e44e753-86a1-4dc4-9376-3d9114cec399,척추 근육,다열근과 요방형근,1,ae0e9e15-fc14-48b0-b1ea-47ba7a978e9c,Erector spinae(척추기립근)의 구성 근육으로 올바른 것은?
b52add47-2f72-4521-99d7-0f02e296c108,자세 평가 방법,이상적 정렬(Normal Posture) 기준,5,b4ecf55a-4cc0-4dd0-b5f3-5d8a43c4f162;dcb7c28e-b8a4-4530-a0e2-e63a713c61c3;e1625f92-1da1-4470-95f9-447b9aa36245;616c01a4-782b-4565-9145-2d225dd89cdf;dfe4947b-1592-4ded-8bd8-53d97fc1a0b9,이상적 정렬(Normal posture)에서 골반 중립을 판단하는 기준으로 옳은 것은? | Kendall의 4가지 대표 자세 중 후만-전만 자세(Kyphosis-Lordosis)에서 | Kendall 4체형 중 요추가 굴곡되어 일직선에 가깝고 골반이 후방경사되는 자세는?
c2c60086-2982-4d43-99eb-2630719bf7ad,자세 평가 방법,Kendall 4체형 개관 및 척추전만·후만-전만 자세,4,dcb7c28e-b8a4-4530-a0e2-e63a713c61c3;e1625f92-1da1-4470-95f9-447b9aa36245;dfe4947b-1592-4ded-8bd8-53d97fc1a0b9;0705d947-709b-4f97-a19e-7dab8481979c,Kendall의 4가지 대표 자세 중 후만-전만 자세(Kyphosis-Lordosis)에서 | Kendall 4체형 중 요추가 굴곡되어 일직선에 가깝고 골반이 후방경사되는 자세는? | 굽은등 자세(Sway-back)는 어깨가 앞으로 말리는 라운드숄더와 동일한 개념이다.
0584aa77-dc03-4634-9409-adb2bb79e23b,자세 평가 방법,Kendall 편평등·굽은등 자세,4,e1625f92-1da1-4470-95f9-447b9aa36245;dfe4947b-1592-4ded-8bd8-53d97fc1a0b9;dcb7c28e-b8a4-4530-a0e2-e63a713c61c3;0705d947-709b-4f97-a19e-7dab8481979c,Kendall 4체형 중 요추가 굴곡되어 일직선에 가깝고 골반이 후방경사되는 자세는? | 굽은등 자세(Sway-back)는 어깨가 앞으로 말리는 라운드숄더와 동일한 개념이다. | Kendall의 4가지 대표 자세 중 후만-전만 자세(Kyphosis-Lordosis)에서
0fb61f8f-105e-4cb6-8dfe-9557aa4f7a66,자세 평가 방법,골반 위치 평가 — 후면 정렬,2,b4ecf55a-4cc0-4dd0-b5f3-5d8a43c4f162;616c01a4-782b-4565-9145-2d225dd89cdf,이상적 정렬(Normal posture)에서 골반 중립을 판단하는 기준으로 옳은 것은? | ASIS와 PSIS가 이루는 각도가 0~15도 범위 안에 있으면 골반 좌우 수평 정렬이 정
986762ca-d4e7-4ac1-9bfd-4da49b763f87,자세 평가 방법,"하지 정렬 평가 — 내반슬/외반슬, 아치 평가",2,9248e1dc-e92a-421f-9586-f7b7852f66ad;34b6da9d-6d73-4171-98fb-dce429e9d96c,Navicular drop test에서 양성(과도한 회내 시사)으로 판단하는 기준은? | 구조적 평발은 체중을 싣지 않은 상태(NWB)에서도 아치가 낮게 유지되는 경우를 말한다.
