id,chapter_title,content_type,question,explanation
b431351b-eb4c-4ad9-ac54-7ee007a58f6f,복근과 코어,lesson,복벽 근육,"복벽(Abdominal wall)은 네 개의 근육이 층을 이루며 구성됩니다. 가장 표면에 있는 근육은 복직근(Rectus abdominis)으로, 흔히 식스팩이라 불리는 이 근육은 제5~7번 늑연골과 검상돌기에서 시작해 치골에 붙으며, 몸통을 앞으로 구부리는 굴곡의 주동근 역할을 합니다.

복직근 아래로는 외복사근, 내복사근, 그리고 가장 깊은 층의 복횡근이 차례로 위치합니다. 외복사근과 내복사근은 둘 다 몸통 굴곡에 관여하지만 회전 방향이 서로 다른데, 오른쪽 외복사근이 수축하면 몸통이 왼쪽으로 회전하고, 오른쪽 내복사근이 수축하면 반대로 오른쪽으로 회전합니다. 즉 같은 쪽 복사근이라도 외측과 내측에 따라 회전 방향이 반대라는 점이 중요합니다.

가장 깊은 층에 있는 복횡근(Transverse abdominis)은 복부를 옆으로 감싸는 형태로 배치되어 있어, 마치 코르셋처럼 복부 전체를 조여주는 역할을 합니다. 이 근육이 수축하면 복압(Intra-abdominal pressure)이 높아지는데, 이렇게 높아진 복압은 허리를 안쪽에서부터 지지해주는 효과를 만들어냅니다. 이런 특성 때문에 복횡근은 표면의 세 근육과 달리 심부 코어를 이루는 핵심 근육 중 하나로 분류됩니다."
cf89358b-cdcd-4fa6-98fd-a16d6d1c3ae0,복근과 코어,lesson,Inner Core Muscles,"코어(Core)는 몸통 중심부를 지지하는 근육들을 통틀어 부르는 말인데, 그중에서도 척추에 가장 가까이 붙어 분절 하나하나를 미세하게 조절하는 네 개의 근육을 따로 묶어 이너 코어(Inner core)라고 부릅니다. 이 네 근육은 마치 상자처럼 몸통 중심을 앞뒤와 위아래에서 감싸며 척추를 안정화합니다. 복횡근이 앞면을, 다열근이 뒷면을, 횡격막이 윗면을, 골반기저근이 바닥면을 담당하는 구조입니다.

이 네 근육은 근방추의 밀도가 높아 미세한 자세 변화에도 빠르게 반응하며, 척추 분절을 하나하나 조율하는 데 특화되어 있습니다. 이런 특성 때문에 이들을 내재 안정근(Intrinsic stabilizer)이라고 부릅니다. 반면 복직근, 외복사근, 내복사근 같은 표층 복근이나 척추기립근, 요방형근, 대요근, 둔근처럼 몸통을 크게 움직이거나 힘을 내는 근육들은 외재 안정근(Extrinsic stabilizer)으로 따로 분류됩니다. 이 근육들도 복압을 높이고 허리를 안정시키는 데 확실히 도움이 되지만, 분절 단위의 미세 조절보다는 큰 힘을 내는 역할에 더 가깝습니다.

여기서 꼭 짚어야 할 부분은, 흔히 식스팩으로 알려진 복직근(Rectus abdominis)이 이너 코어에 포함되지 않는다는 점입니다. 복직근은 표층에 위치한 외재 안정근이며, 이너 코어 네 근육(복횡근, 다열근, 횡격막, 골반기저근)과는 역할과 위치가 다릅니다. 겉보기에는 둘 다 코어라는 이름으로 묶이지만, 실제로는 분절 조절을 담당하는 이너 코어와 큰 힘을 내는 외재 안정근이 서로 다른 역할을 나누어 맡고 있다고 이해하는 것이 정확합니다. 코어 전체는 결국 몸이 똑바로 선 자세에서 척추를 제어하고, 팔다리가 움직일 때 그 움직임의 기반이 되는 몸통에 안정성을 제공하는 역할을 합니다."
67189e6a-3210-4faa-b16c-6c254ade238e,복근과 코어,quiz,복직근(Rectus abdominis)은 Inner core muscle에 포함된다.,"Inner core는 복횡근, 다열근, 횡격막, 골반기저근 네 근육으로 구성됩니다. 복직근(Rectus abdominis)은 가장 표층에 위치한 복벽 근육으로 Inner core에 포함되지 않으며, 외재 안정근(Extrinsic stabilizer)으로 분류됩니다."
eed8dd90-d4b8-4ffa-b512-063bac940bab,복근과 코어,quiz,복직근(Rectus abdominis)의 주된 작용(Action)은?,"복직근의 주된 작용은 몸통 굴곡(Trunk flexion)입니다. 몸통 회전은 복사근이, 몸통 신전은 척추기립근이 주로 담당합니다."
122d2070-a74c-4063-b6e4-ce777a865ec9,복근과 코어,exam,Inner core muscle (속 코어근육)을 구성하는 근육을 모두 고르시오.,"Inner core(속 코어)는 복횡근(Transverse abdominis), 다열근(Multifidus), 횡격막(Diaphragm), 골반기저근(Pelvic floor muscles) 네 근육으로 구성됩니다. 보기에서 복직근(Rectus abdominis)은 표층에 위치한 외재 안정근이며 Inner core에 포함되지 않으므로, 정답은 횡격막, 골반기저근, 다열근입니다."
f9ff847f-7130-4c02-8844-4a5c17b02e1f,복근과 코어,exam,"다음 복벽 근육 중 가장 깊은 층에 위치하며, Inner core의 구성원인 근육은?","복벽 근육은 표면에서 깊은 층 순서로 복직근, 외복사근, 내복사근, 복횡근이 배치되어 있습니다. 이 중 가장 깊은 층에 있는 복횡근(Transverse abdominis)이 Inner core의 구성원입니다."
ea627362-cc6a-4f7f-8e9b-23a364c0d612,해부학적 자세와 기본 자세,lesson,해부학적 자세 (Anatomical Position)란?,"해부학적 자세(Anatomical Position)는 인체의 위치와 방향을 설명하기 위해 전 세계 의료·운동과학 분야가 공통으로 사용하는 표준 기준 자세입니다. 이 자세를 기준으로 삼아야 '위/아래', '안쪽/바깥쪽' 같은 방향 용어와 관절의 움직임을 누구나 같은 의미로 이해할 수 있습니다.

해부학적 자세는 다음 다섯 가지 조건을 모두 만족해야 합니다.

1. 몸을 똑바로 세운 직립 자세를 취합니다.
2. 시선은 정면을 바라봅니다.
3. 양팔은 몸통 옆에 자연스럽게 늘어뜨립니다.
4. 손바닥은 앞(전방)을 향하게 합니다.
5. 양 발은 약간 벌려 서로 평행하게 놓습니다.

이 중에서도 특히 주의해야 할 부분은 손바닥의 방향입니다. 팔을 그냥 몸 옆으로 자연스럽게 늘어뜨리면 손바닥은 보통 몸쪽을 향하게 되는데, 해부학적 자세에서는 전완(forearm)이 바깥쪽으로 살짝 돌아간 회외(supination) 상태를 기준으로 삼기 때문에 손바닥이 반드시 앞을 향해야 합니다. 만약 손바닥이 뒤나 옆을 향하고 있다면 그 자세는 해부학적 자세가 아닙니다.

이 기준은 실제 임상과 지도 현장에서도 그대로 쓰입니다. 예를 들어 회원의 좌우를 이야기할 때는 항상 회원 자신을 기준으로 한 오른쪽·왼쪽을 말하며, 필라테스 큐잉에서 '안쪽(medial)'이나 '바깥쪽(lateral)' 같은 표현을 쓸 때도 이 해부학적 자세를 기준점으로 삼아 방향을 판단합니다."
9254058f-7edd-4935-bf9f-c028508de574,해부학적 자세와 기본 자세,lesson,운동 기본 자세의 종류,"필라테스와 운동 지도 현장에서는 몇 가지 기본 자세를 정해진 이름으로 부르며, 이 이름들을 정확히 구분해서 쓰는 것이 큐잉의 기본입니다.

1. Supine position(앙와위, 바로 누운 자세): 등을 바닥에 대고 위를 보고 눕는 자세입니다.
2. Prone position(복와위, 엎드린 자세): 배를 바닥에 대고 엎드리는 자세입니다.
3. Side-lying position(측와위, 옆으로 누운 자세): 몸의 한쪽 면을 바닥에 대고 옆으로 눕는 자세입니다.
4. Quadruped position(네발기기 자세): 양손과 양 무릎, 네 지점으로 바닥을 짚는 자세입니다.
5. Kneeling position(무릎 꿇기 자세): 양 무릎으로 바닥을 짚고 상체는 곧게 세우는 자세입니다.
6. Standing position(기립 자세): 두 발로 서 있는 자세입니다.

이 중 Quadruped와 Kneeling은 이름이 비슷해 보이지만 실제로는 지지하는 지점 수가 다릅니다. Quadruped는 양손과 양 무릎, 총 네 지점으로 바닥을 짚는 반면 Kneeling은 양 무릎 두 지점만으로 지지하면서 상체를 곧게 세웁니다. 한쪽 무릎만 바닥에 대는 자세는 따로 Half-kneeling이라고 부릅니다.

각 자세에서 관절이 어떤 위치에 놓이는지도 함께 알아두면 동작을 분석할 때 도움이 됩니다. 예를 들어 Quadruped에서는 고관절과 슬관절이 모두 약 90도 굴곡된 상태이고, Kneeling에서는 고관절이 중립에서 약간 신전된 상태에 가깝습니다. Supine에서는 특별히 힘을 주지 않는 한 모든 관절이 중립 위치에 놓입니다.

자격시험에서는 사진 속 자세를 보고 정확한 명칭을 구분해내는 문제가 자주 출제되므로, 이름과 실제 자세를 짝지어 기억해두는 것이 중요합니다."
66a9092b-9cbc-4eff-9d94-db95e26783e1,해부학적 자세와 기본 자세,lesson,자세에 따른 관절 움직임 분석,"운동 자세를 정확히 분석하려면 그 자세에서 각 관절이 어떤 상태에 놓여 있는지를 하나씩 짚어낼 수 있어야 합니다. 이것이 동작 분석(Movement analysis)의 기초입니다.

예를 들어 Quadruped position(네발기기 자세)에서는 여러 관절이 동시에 특정 각도를 이루고 있습니다. 견관절(어깨)은 팔이 바닥을 짚기 위해 몸통에서 앞으로 약 90도 굴곡되어 있고, 주관절(팔꿈치)은 몸을 지탱하기 위해 곧게 펴진 신전 상태입니다. 아래쪽으로는 고관절과 슬관절이 각각 약 90도씩 굴곡되어 몸통과 허벅지, 허벅지와 정강이가 서로 직각에 가깝게 접혀 있습니다.

반면 Kneeling position(무릎 꿇기 자세)에서는 고관절이 중립에서 약간 신전된 상태이고, 슬관절은 완전히 굴곡되어 있으며, 발목은 발끝이 아래로 향한 저측굴곡 상태가 됩니다.

동작을 분석해서 기록할 때는 '어떤 관절이 어떤 움직임 상태인지'를 짝지어 표현하는 습관이 중요합니다. 예를 들어 '오른쪽 고관절 굴곡'처럼 방향과 관절명, 움직임을 함께 적어야 정확한 분석이 됩니다.

실제로는 하나의 동작 안에서 여러 관절의 움직임이 동시에 일어나는 경우가 대부분입니다. 런지(Lunge) 동작을 예로 들면, 앞다리는 고관절과 슬관절이 함께 굴곡되고 뒷다리는 고관절이 신전되면서 발목이 배측굴곡되는 등, 여러 관절의 움직임이 한 번에 조합되어 나타납니다. 이런 식으로 자세 하나를 여러 관절의 조합으로 나누어 보는 연습이 실기시험 대비에도 그대로 활용됩니다."
c1db5d69-3d46-475f-b0e3-5ea56102f214,해부학적 자세와 기본 자세,quiz,해부학적 자세에서 손바닥은 몸의 앞쪽(전방)을 향한다.,"해부학적 자세에서 손바닥은 반드시 앞(전방)을 향합니다. 이는 전완의 회외(supination) 상태를 기준으로 잡기 위함입니다. 일상에서 팔을 자연스럽게 내리면 손바닥이 몸쪽을 향하지만, 해부학적 자세에서는 앞을 향해야 합니다."
33cfc93d-9bc3-4dfb-ab5b-b5edbf4070df,해부학적 자세와 기본 자세,quiz,Quadruped position(네발기기 자세)에서 고관절은 신전(Extension) 상태이다.,"Quadruped position에서 고관절은 약 90° 굴곡(Flexion) 상태입니다. 엉덩이가 무릎 위에 위치하므로 고관절이 접혀 있는 상태입니다. 신전(Extension)은 고관절이 펴지는 것으로, Kneeling이나 Standing 자세에서의 상태입니다."
a90d1bb7-b052-4e17-8bc3-45944c18a958,해부학적 자세와 기본 자세,quiz,다음 중 해부학적 자세에 대한 설명으로 올바른 것은?,"해부학적 자세는 직립, 정면 주시, 양팔은 몸통 옆에 자연스럽게 내리고, 손바닥은 앞(전방)을 향하며, 양 발은 약간 벌려 평행하게 놓은 자세입니다."
48b4130b-f574-4276-b36c-edeb4c4a7d9f,해부학적 자세와 기본 자세,exam,해부학적 자세(Anatomical Position)에 대한 설명으로 옳은 것을 모두 포함한 보기는?,"해부학적 자세는 몸을 곧게 세우고 정면을 바라보며, 양팔은 몸통 옆에 자연스럽게 내리고, 손바닥은 앞을 향하며, 양 발은 살짝 벌려 평행하게 놓는 자세입니다. 보기 중 손바닥이 몸쪽을 향하거나 뒤를 향한다고 설명하는 것, 그리고 정면이 아닌 옆을 본다고 설명하는 것은 모두 이 조건에서 벗어나므로 오답입니다."
75c325d6-0740-452a-9050-1bf653b4d81c,해부학적 자세와 기본 자세,exam,"다음은 어떤 자세이며, 고관절(Hip)의 움직임은 무엇인가?",이미지에서 양 손과 양 무릎이 바닥에 있으므로 Quadruped position(네발기기 자세)입니다. 이 자세에서 고관절은 약 90° 굴곡(Flexion) 상태입니다. Kneeling은 무릎만 바닥에 닿고 상체가 직립한 자세입니다.
6d1081ec-5dd0-45a5-a473-cac7316bdc24,해부학적 자세와 기본 자세,exam,다음 중 Prone position(복와위)에 대한 설명으로 올바른 것은?,Prone = 엎드린(복와위). Supine = 바로 누운(앙와위). Side-lying = 옆으로 누운(측와위). Kneeling = 무릎 꿇기.
4717774f-49ed-447f-ab7c-dd2eb1b61323,자세평가 실습,lesson,자세평가 실습 절차 개요,"자세평가 실습은 앞서 배운 이론(이상적 정렬, Kendall 4체형, 골반·하지 정렬 평가 기준)을 실제 회원에게 적용해보는 단계입니다. 이 단계에서는 체크리스트를 활용해 다음 순서로 진행하는 것을 권장합니다.

1. 전면·측면·후면 순서로 사진을 찍거나 육안으로 관찰한다.
2. 머리부터 발까지 위에서 아래로 순서대로 각 분절의 정렬을 확인한다.
3. 이상적 정렬 기준과 비교하여 벗어난 부분을 체크리스트에 기록한다.
4. 기록한 내용을 바탕으로 Kendall 4체형 중 가장 가까운 패턴이 있는지 참고하되, 반드시 하나의 유형에 끼워 맞추려 하지 않는다.

실습은 이미지(사진) 기반 관찰이 중심이 되므로, 실제 실습 시에는 동일한 조건(같은 거리, 같은 조명, 같은 자세 지시)에서 촬영해 비교의 신뢰도를 높이는 것이 중요합니다."
661c535f-6168-43b9-a38a-3625a1e62115,자세평가 실습,lesson,체크리스트 활용 시 주의점,"체크리스트를 활용한 자세평가 실습에서는 다음을 주의해야 합니다.

1. 하나의 항목만 보고 전체 자세를 단정하지 않는다 — 예를 들어 골반 전방경사만 보고 척추전만 자세라고 바로 단정하기보다, 경추·흉추·무릎·발목까지 체크리스트 전체를 확인한다.
2. 좌우 비교를 항상 함께 기록한다 — 한쪽만 관찰하면 비대칭을 놓칠 수 있다.
3. 실습 결과는 회원에게 ""문제""로 전달하기보다 ""현재 상태""로 전달한다 — 앞서 배운 것처럼 이상적 정렬은 절대적 정답이 아니라 비교 기준선이기 때문이다.

체크리스트는 결국 회원의 현재 상태를 있는 그대로 기록해 이후 변화를 추적하기 위한 도구라는 점을 실습 내내 기억해야 합니다."
52f65470-49cb-4bdc-8cb5-0db0fba8fdc8,자세평가 실습,quiz,자세평가 실습에서는 골반 전방경사 하나만 확인되면 척추전만 자세로 즉시 단정해도 된다.,"하나의 항목만으로 전체 자세 유형을 단정해서는 안 되며, 경추부터 발목까지 체크리스트 전체를 확인해야 합니다."
3a97c527-0ef1-43cd-9d6a-e57d8d461201,자세평가 실습,exam,자세평가 실습 시 촬영 조건에 대한 설명으로 가장 적절한 것은?,같은 조건(거리·조명·자세 지시)에서 촬영해야 이전 평가와 비교했을 때 신뢰도 있는 변화 추적이 가능합니다.
9bb8f94e-24c8-41c6-b204-006ac86e8626,자세평가 실습,exam,자세평가 실습 결과는 회원에게 '문제'가 아니라 '현재 상태'로 전달하는 것이 권장된다.,"이상적 정렬은 절대적 정답이 아니라 비교를 위한 기준선이므로, 평가 결과는 문제로 낙인찍기보다 현재 상태로 전달하는 것이 바람직합니다."
ba24c93a-c03d-4f9b-b57f-e88d7a727676,고관절 내전근과 대퇴사두근,lesson,고관절 내전근군 6개,"고관절 내전근(Hip adductors)은 대퇴 안쪽에 위치한 여섯 개의 근육으로 구성됩니다. 치골근, 대내전근, 장내전근, 단내전근, 소내전근, 박근이 여기에 속하며, 이 중 박근을 제외한 다섯 개는 모두 치골 부위에서 시작해 대퇴골 뒤쪽의 조선(Linea aspera)에 정지합니다. 치골근, 장내전근, 단내전근, 소내전근은 고관절 굴곡과 내전, 외회전을 함께 만들고, 대내전근은 굴곡 없이 내전과 외회전만 담당합니다.

박근(Gracilis)은 이 그룹에서 유일하게 특별한 위치를 가진 근육입니다. 다른 내전근들과 달리 무릎 아래까지 길게 내려가 거위발건(Pes anserinus)에 부착하기 때문에, 고관절 내전뿐 아니라 슬관절 굴곡과 내회전에도 함께 관여합니다.

여기서 반드시 구분해야 할 근육이 하나 있습니다. 봉공근(Sartorius)은 대퇴 안쪽을 비스듬히 지나가기 때문에 내전근처럼 보이기 쉽지만, 실제 작용은 고관절 굴곡, 외전, 외회전으로 내전근군과는 정반대의 외전 작용을 만듭니다. 따라서 고관절 내전근을 모두 고르는 문제에서 봉공근이 보기로 나온다면, 위치만 보고 고르지 말고 실제 작용을 기준으로 판단해야 합니다."
829b4477-7ac3-493f-8aa1-ba1b9f0a428e,고관절 내전근과 대퇴사두근,lesson,봉공근과 대퇴사두근,"봉공근(Sartorius)은 전상장골극(ASIS)에서 시작해 경골 안쪽 위쪽에 붙는, 인체에서 가장 긴 근육입니다. 고관절의 굴곡, 외전, 외회전과 슬관절의 굴곡, 내회전까지 두 관절에 걸쳐 여러 움직임을 동시에 만들어내며, 다리를 꼬아 앉는 동작에서 특히 활성화되기 때문에 재봉사 근육이라는 별명으로도 불립니다.

대퇴사두근(Quadriceps femoris)은 대퇴 앞쪽을 이루는 네 개의 근육으로, 대퇴직근, 내측광근, 외측광근, 중간광근으로 구성됩니다. 네 근육 모두 슬개건을 통해 경골조면에 정지하며, 무릎을 펴는 슬관절 신전을 공통으로 담당합니다.

이 네 근육 중에서 대퇴직근만 특별한 위치를 가집니다. 나머지 세 광근은 모두 대퇴골에서만 시작하는 반면, 대퇴직근은 전하장골극(AIIS)에서 시작해 고관절 위쪽까지 걸쳐 있습니다. 이 덕분에 대퇴직근은 슬관절 신전뿐 아니라 고관절 굴곡에도 함께 관여하는 유일한 대퇴사두근입니다. 이렇게 기시 위치가 어느 관절을 지나는지를 보면, 그 근육이 몇 개의 관절에 작용하는지를 유추할 수 있습니다."
98ecfb1f-e360-4b7c-bca7-4ca88ecd982f,고관절 내전근과 대퇴사두근,quiz,봉공근(Sartorius)은 고관절 내전근(Hip adductor)에 속한다.,"봉공근의 작용은 고관절 굴곡, 외전, 외회전입니다. 내전이 아닌 외전근이며, 이름과 대퇴 내측을 지나가는 위치 때문에 내전근으로 오해하기 쉽지만 실제로는 외전근입니다."
f967e459-7c0e-45bb-8da5-4483a674357e,고관절 내전근과 대퇴사두근,quiz,대퇴사두근 4개 중 유일하게 고관절 굴곡(Hip flexion)에도 관여하는 근육은?,"대퇴직근은 AIIS(전하장골극)에서 기시하여 고관절 위쪽을 지나가기 때문에, 작용에 고관절 굴곡이 포함됩니다. 나머지 세 광근은 대퇴골에서만 기시하여 슬관절 신전만 담당합니다."
ecca2758-d04f-4858-ad05-c3ce5d9a60ea,고관절 내전근과 대퇴사두근,exam,Hip adductor (고관절 내전근)를 모두 고르시오.,"고관절 내전근은 치골근, 대내전근, 장내전근, 단내전근, 소내전근, 박근으로 구성됩니다. 보기 중 단내전근, 장내전근, 박근은 내전근에 해당하지만, 봉공근(Sartorius)은 외전근으로 분류되어 내전근이 아닙니다."
6dcaa472-351a-4ab8-9bb9-7e9577118d71,"대흉근, 광배근, 대원근",lesson,광배근과 대원근,"광배근(Latissimus dorsi)은 흉추 7번부터 장골능까지 이어지는 흉요건막, 하부 3~4번 늑골, 그리고 견갑골 하각에서 폭넓게 시작해 상완골의 이두근구에 정지하는 근육입니다. 등 전체를 덮을 만큼 넓게 펼쳐져 있어 인체에서 가장 넓은 근육으로 꼽히며, 실제로 Lat이라는 이름 자체가 넓다는 뜻에서 나왔습니다. 이 근육은 어깨를 뒤로 펴는 신전, 몸쪽으로 모으는 내전, 안쪽으로 돌리는 내회전을 만듭니다.

대원근(Teres major)은 광배근보다 훨씬 작은 근육으로, 견갑골 하각에서만 시작해 상완골 이두근구의 안쪽 순면에 정지합니다. 시작 지점은 광배근과 겹치지만 훨씬 좁은 범위에서만 시작한다는 점이 다릅니다.

흥미로운 점은 두 근육이 만드는 작용이 완전히 동일하다는 것입니다. 광배근과 대원근 모두 신전, 내전, 내회전을 함께 만들어내기 때문에, 실제 동작에서 마치 한 팀처럼 같은 방향으로 함께 움직여 흔히 짝꿍 근육이라고 불립니다. 등에서 팔을 아래로 당기는 동작이나 팔을 몸통 쪽으로 붙이는 동작에서 이 두 근육이 함께 강하게 작용하는 것을 떠올리면 이해하기 쉽습니다."
19e70b5b-b480-430f-9ff6-47da4663e0f9,"대흉근, 광배근, 대원근",lesson,대흉근 Pectoralis Major,"대흉근(Pectoralis major)은 가슴 앞쪽을 넓게 덮는 근육으로, 시작하는 위치에 따라 두 갈래로 나뉩니다. 쇄골두는 쇄골 안쪽 절반에서 시작하고, 흉골두는 흉골과 위쪽 6개 늑연골에서 시작합니다. 두 갈래 모두 상완골의 이두근구 바깥쪽 가장자리에 함께 모여 정지합니다.

대흉근이 만드는 움직임은 어깨의 내회전, 내전, 그리고 팔을 가슴 앞으로 모으는 수평내전입니다. 팔굽혀펴기나 벤치프레스처럼 팔을 앞으로 밀어내는 동작에서 대흉근이 강하게 작용하는 것을 떠올리면 이해하기 쉽습니다.

대흉근은 등 쪽에 있는 광배근과 자주 비교되는 근육입니다. 두 근육 모두 내회전과 내전이라는 공통 작용을 가지고 있지만, 나머지 한 가지 움직임에서 차이가 납니다. 대흉근은 팔을 앞으로 모으는 수평내전을 추가로 만드는 반면, 광배근은 팔을 뒤로 당기는 신전을 추가로 만듭니다. 즉 위치는 가슴과 등으로 정반대이지만, 공통된 두 움직임과 서로 다른 한 가지 움직임을 각각 나누어 담당한다고 이해하면 두 근육의 관계가 명확해집니다."
50d74787-8e0f-4ebb-849d-05006bd901b2,"대흉근, 광배근, 대원근",quiz,광배근(Latissimus dorsi)의 Action에 포함되지 않는 것은?,"광배근의 작용은 신전, 내전, 내회전입니다. 외전(Abduction)은 광배근의 작용에 포함되지 않으며, 외전은 주로 삼각근 중면과 극상근이 담당합니다."
793be6d8-cc65-4c2d-811f-12ca616d763b,"대흉근, 광배근, 대원근",exam,"견관절 신전(Extension), 내전(Adduction), 내회전(Internal rotation)을 모두 수행하는 근육은?","광배근의 작용은 신전, 내전, 내회전이며, 대원근도 동일한 작용을 만듭니다. 삼각근 전면은 굴곡·내회전·수평내전을, 극상근은 외전을, 전거근은 견갑골 전인을 담당합니다."
4f99649c-94a5-4531-a812-349209e96238,상지골,lesson,상지대와 자유상지골,"상지골은 크게 두 부분으로 나눌 수 있습니다. 몸통과 팔을 연결하는 상지대(Shoulder girdle)와, 실제 팔 자체를 이루는 자유상지골(Free upper limb)입니다.

상지대는 쇄골(Clavicle)과 견갑골(Scapula) 두 뼈로 이루어집니다. 쇄골은 S자 모양으로 흉골과 견갑골을 연결하고, 견갑골은 삼각형 모양의 편평골로 등 뒤쪽에 위치합니다.

자유상지골은 상완골(위팔뼈), 요골과 척골(아래팔뼈), 그리고 손을 이루는 수근골·중수골·수지골로 구성됩니다. 특히 요골과 척골의 위치를 구분하는 것이 중요한데, 해부학적 자세에서 요골은 엄지 쪽인 바깥(Lateral)에, 척골은 새끼손가락 쪽인 안쪽(Medial)에 위치합니다. 손바닥을 아래로 돌리는 회내(Pronation) 동작을 하면 요골이 척골 위를 가로질러 넘어가면서 이 둘의 위치 관계가 바뀌는 것을 관찰할 수 있습니다.

쇄골은 인체에서 가장 먼저 뼈로 굳는(골화되는) 뼈이면서도 동시에 가장 자주 부러지는 뼈이기도 합니다. S자 형태로 상지 전체와 흉곽을 이어주는 동시에, 견갑골이 움직일 때 그 경로를 안내하는 역할도 함께 담당합니다."
cb3d31ee-f1a7-453a-ac76-0710d5b10e60,상지골,lesson,상지골의 Bony Landmark,"Bony landmark(뼈 표지)는 근육이 부착하는 지점이나 몸 위에서 손으로 짚어 확인(촉진)할 수 있는 뼈의 특징적인 돌출부를 말합니다. 상지에서 자주 등장하는 랜드마크를 정리하면 다음과 같습니다.

쇄골에는 두 개의 끝이 있는데, 흉골 쪽 끝을 흉골단(Sternal end), 견갑골 쪽 끝을 견봉단(Acromial end)이라 부릅니다.

견갑골에는 여러 랜드마크가 있습니다. 어깨 가장 위쪽에서 만져지는 견봉(Acromion), 갈고리 모양으로 휘어진 오훼돌기(Coracoid process, 소흉근과 상완이두근이 붙는 자리), 등 뒤쪽을 가로지르는 견갑극(Spine, 승모근이 붙는 자리), 그리고 상완골두가 들어가 관절을 이루는 얕은 홈인 관절와(Glenoid fossa)가 있습니다.

상완골에도 중요한 랜드마크가 있습니다. 대결절(Greater tubercle)에는 극상근, 극하근, 소원근이 붙고, 소결절(Lesser tubercle)에는 견갑하근이 붙으며, 삼각근 조면(Deltoid tuberosity)에는 삼각근이 붙습니다.

여기서 회전근개의 부착 위치를 정리해두면 이해가 쉽습니다. 극상근, 극하근, 소원근은 모두 대결절에 붙어 외회전을 담당하고, 견갑하근만 소결절에 붙어 내회전을 담당합니다. 이렇게 근육이 뼈의 어느 지점에 붙는지를 알아두면, 그 근육이 어떤 움직임을 만들어내는지도 자연스럽게 유추할 수 있습니다."
fbebcd05-eee9-404b-bdee-1ef57239ab10,상지골,lesson,흉골과 흉곽,"흉골(Sternum)은 가슴 정중앙에 위치한 편평골로, 위에서부터 흉골병(Manubrium), 흉골체(Body), 검상돌기(Xiphoid process) 세 부분으로 나뉘며 쇄골, 늑골과 관절을 이룹니다.

흉골과 늑골, 흉추가 함께 이루는 구조를 흉곽(Thoracic cage)이라 부르며, 심장과 폐를 보호하는 역할을 합니다. 늑골은 총 12쌍이 있는데, 흉골에 직접 연결되는 1번부터 7번까지는 진늑골(True ribs), 7번 늑골의 연골에 간접적으로 연결되는 8번부터 10번까지는 가늑골(False ribs), 앞쪽으로 아무 데도 연결되지 않고 떠 있는 11번과 12번은 부유늑골(Floating ribs)이라 부릅니다.

흉곽은 단순히 보호 기능만 하는 것이 아니라 호흡과도 밀접하게 연결됩니다. 필라테스에서 강조하는 흉곽 호흡(Lateral breathing)은 숨을 들이쉴 때 흉곽을 옆으로 확장시키는 호흡법이며, 반대로 늑골이 과도하게 벌어지거나 앞으로 튀어나오는 Rib flare 현상은 코어가 불안정하다는 신호로 해석됩니다. 또한 흉골은 견갑골의 전인(Protraction)과 후인(Retraction) 움직임을 판단할 때 기준점 역할도 합니다."
cc8acc04-9eff-4fa7-9129-8dd5e0903787,상지골,quiz,해부학적 자세에서 요골(Radius)은 전완의 안쪽(Medial)에 위치한다.,"해부학적 자세에서 요골(Radius)은 전완의 바깥쪽(Lateral, 엄지 쪽)에 위치합니다. 안쪽(Medial, 새끼 쪽)에 있는 것은 척골(Ulna)입니다."
5e5c7a1b-75dc-40ad-b958-a7f7d40648e8,상지골,quiz,쇄골(Clavicle)이 연결하는 두 뼈는?,"쇄골(Clavicle)은 안쪽 끝(흉골단)에서 흉골(Sternum)과, 바깥 끝(견봉단)에서 견갑골의 견봉(Acromion)과 관절을 이룹니다. 이를 각각 흉쇄관절(SC joint)과 견쇄관절(AC joint)이라 합니다."
14523030-ff17-4627-84ce-d2745b36a4c6,상지골,exam,다음 중 하이라이트 된 뼈의 이름은?,이미지에서 하이라이트 된 뼈는 흉골에서 어깨 방향으로 뻗은 S자 형태의 쇄골(Clavicle)입니다. 쇄골은 상지와 체간을 연결하는 유일한 뼈입니다.
1964a593-da33-4b53-b189-40e8389137cb,상지골,exam,다음 중 하이라이트 된 뼈의 이름은?,"이미지에서 하이라이트 된 뼈는 가슴 정중앙에 위치한 흉골(Sternum)입니다. 흉골은 편평골(Flat bone)로 흉골병, 흉골체, 검상돌기의 3부분으로 구성됩니다."
738e570e-0ce5-4e68-8299-9d9bd05378c4,상지골,exam,견갑골의 관절와(Glenoid fossa)와 관절을 이루는 뼈는?,"견갑골의 관절와(Glenoid fossa)에 상완골두(Head of humerus)가 들어가 어깨 관절(Glenohumeral joint, 상완와관절)을 형성합니다. 이 관절은 Ball & Socket type으로 다축 움직임이 가능합니다."
