id,chapter_id,chapter_title,course_title,order_index,content_type,question,explanation
38a0ec16-3223-4890-b4cf-32e6ad593325,6c82a7ff-9762-4e62-85b3-fb6848e9a900,척추,골격계,3,lesson,특수 경추: C1(Atlas)과 C2(Axis),"경추 1번(C1)과 2번(C2)은 다른 척추뼈와 형태가 다릅니다:

① C1 — Atlas (환추):
• 고리 모양 (뼈 몸통이 없음)
• 두개골과 관절 → 고개 끄덕이기(Flexion/Extension)
• 이름 유래: 그리스 신화의 아틀라스(하늘을 떠받치는 신)

② C2 — Axis (축추):
• 치돌기(Dens/Odontoid process)가 위로 돌출
• C1이 C2의 치돌기를 축으로 회전 → 고개 돌리기(Rotation)

C1-C2 관절은 목의 회전 운동 대부분을 담당합니다."
aa679129-a4be-46d9-aa03-67c8d395cca2,6c82a7ff-9762-4e62-85b3-fb6848e9a900,척추,골격계,4,quiz,흉추(Thoracic spine)는 12개이다.,"흉추는 12개이며, 12쌍의 늑골(Rib)과 관절을 이룹니다. 경추 7개, 흉추 12개, 요추 5개입니다."
8bdc7355-5097-4170-8d2c-b4d723f0dfc1,6c82a7ff-9762-4e62-85b3-fb6848e9a900,척추,골격계,5,quiz,요추(Lumbar spine)의 만곡은?,요추의 정상 만곡은 전만(Lordosis)으로 앞으로 볼록한 커브입니다. 경추도 전만입니다. 후만(Kyphosis)은 흉추와 천골의 만곡입니다.
177fda4f-0fd8-49ea-a053-2dd4538fc325,6c82a7ff-9762-4e62-85b3-fb6848e9a900,척추,골격계,6,exam,"경추, 흉추, 요추의 개수를 올바르게 나열한 것은?","경추(Cervical) 7개, 흉추(Thoracic) 12개, 요추(Lumbar) 5개입니다. 7-12-5로 외웁니다."
684b88f0-b1bb-4975-bc6c-8a07b7d55f68,6c82a7ff-9762-4e62-85b3-fb6848e9a900,척추,골격계,7,exam,다음 중 하이라이트 된 뼈의 이름은?,"이미지에서 하이라이트 된 부분은 척추의 하부(허리 위치)에 있으며, 5개의 큰 척추뼈로 구성되어 있으므로 요추(Lumbar spine)입니다. 요추는 체중 지지를 위해 가장 크고 두꺼운 척추뼈입니다."
7435dfcc-58bd-45ff-bd83-80c864601860,6c82a7ff-9762-4e62-85b3-fb6848e9a900,척추,골격계,8,exam,다음 중 하이라이트 된 뼈의 이름은?,"이미지에서 하이라이트 된 뼈는 요추 아래, 골반 뒤쪽에 위치한 역삼각형 형태의 천골(Sacrum)입니다. 천골은 5개의 척추뼈가 융합되어 하나의 뼈를 이루며, 골반과 연결되어 체중을 하지로 전달합니다."
4f99649c-94a5-4531-a812-349209e96238,5e12883b-4bf8-4515-bea8-361759afee64,상지골,골격계,1,lesson,상지대와 자유상지골,"상지골은 크게 상지대(Shoulder girdle)와 자유상지골(Free upper limb)로 나뉩니다.

상지대 (Shoulder girdle, 어깨뼈):
• 쇄골 (Clavicle): S자 모양, 흉골과 견갑골을 연결
• 견갑골 (Scapula): 삼각형 편평골, 등 뒤에 위치

자유상지골 (Free upper limb):
• 상완골 (Humerus): 위팔뼈 (장골)
• 요골 (Radius): 아래팔 바깥쪽 (엄지 쪽)
• 척골 (Ulna): 아래팔 안쪽 (새끼 쪽)
• 수근골 (Carpals): 손목뼈 8개 (단골)
• 중수골 (Metacarpals): 손바닥뼈 5개
• 수지골 (Phalanges): 손가락뼈"
cb3d31ee-f1a7-453a-ac76-0710d5b10e60,5e12883b-4bf8-4515-bea8-361759afee64,상지골,골격계,2,lesson,상지골의 Bony Landmark,"Bony landmark(골격 랜드마크)는 근육 부착점이나 촉진(palpation) 시 기준이 되는 뼈의 돌출부입니다.

쇄골 (Clavicle):
• 흉골단(Sternal end): 흉골과 연결
• 견봉단(Acromial end): 견갑골 견봉과 연결

견갑골 (Scapula):
• 견봉(Acromion): 어깨 최상단
• 오훼돌기(Coracoid process): 소흉근, 상완이두근 부착
• 견갑극(Spine): 승모근 부착
• 관절와(Glenoid fossa): 상완골두가 들어가는 얕은 홈

상완골 (Humerus):
• 대결절(Greater tubercle): 극상근, 극하근, 소원근 부착
• 소결절(Lesser tubercle): 견갑하근 부착
• 삼각근 조면(Deltoid tuberosity): 삼각근 부착"
fbebcd05-eee9-404b-bdee-1ef57239ab10,5e12883b-4bf8-4515-bea8-361759afee64,상지골,골격계,3,lesson,흉골과 흉곽,"흉골 (Sternum):
• 편평골(Flat bone)
• 3개 부분: 흉골병(Manubrium, 상부), 흉골체(Body, 중앙), 검상돌기(Xiphoid process, 하부)
• 쇄골, 늑골과 관절

흉곽 (Thoracic cage):
• 흉골 + 12쌍의 늑골(Ribs) + 흉추(12개)
• 심장과 폐를 보호
• 늑골 1-7: 진늑골(True ribs) — 흉골에 직접 연결
• 늑골 8-10: 가늑골(False ribs) — 7번 늑골 연골에 연결
• 늑골 11-12: 부유늑골(Floating ribs) — 앞쪽 연결 없음"
cc8acc04-9eff-4fa7-9129-8dd5e0903787,5e12883b-4bf8-4515-bea8-361759afee64,상지골,골격계,4,quiz,해부학적 자세에서 요골(Radius)은 전완의 안쪽(Medial)에 위치한다.,"해부학적 자세에서 요골(Radius)은 전완의 바깥쪽(Lateral, 엄지 쪽)에 위치합니다. 안쪽(Medial, 새끼 쪽)에 있는 것은 척골(Ulna)입니다."
5e5c7a1b-75dc-40ad-b958-a7f7d40648e8,5e12883b-4bf8-4515-bea8-361759afee64,상지골,골격계,5,quiz,쇄골(Clavicle)이 연결하는 두 뼈는?,"쇄골(Clavicle)은 안쪽 끝(흉골단)에서 흉골(Sternum)과, 바깥 끝(견봉단)에서 견갑골의 견봉(Acromion)과 관절을 이룹니다. 이를 각각 흉쇄관절(SC joint)과 견쇄관절(AC joint)이라 합니다."
14523030-ff17-4627-84ce-d2745b36a4c6,5e12883b-4bf8-4515-bea8-361759afee64,상지골,골격계,6,exam,다음 중 하이라이트 된 뼈의 이름은?,이미지에서 하이라이트 된 뼈는 흉골에서 어깨 방향으로 뻗은 S자 형태의 쇄골(Clavicle)입니다. 쇄골은 상지와 체간을 연결하는 유일한 뼈입니다.
1964a593-da33-4b53-b189-40e8389137cb,5e12883b-4bf8-4515-bea8-361759afee64,상지골,골격계,7,exam,다음 중 하이라이트 된 뼈의 이름은?,"이미지에서 하이라이트 된 뼈는 가슴 정중앙에 위치한 흉골(Sternum)입니다. 흉골은 편평골(Flat bone)로 흉골병, 흉골체, 검상돌기의 3부분으로 구성됩니다."
738e570e-0ce5-4e68-8299-9d9bd05378c4,5e12883b-4bf8-4515-bea8-361759afee64,상지골,골격계,8,exam,견갑골의 관절와(Glenoid fossa)와 관절을 이루는 뼈는?,"견갑골의 관절와(Glenoid fossa)에 상완골두(Head of humerus)가 들어가 어깨 관절(Glenohumeral joint, 상완와관절)을 형성합니다. 이 관절은 Ball & Socket type으로 다축 움직임이 가능합니다."
ca6a66ec-d1a3-491b-831a-35440ebd7c7b,7453441d-122e-407c-bce8-9d93af12cbd4,하지골과 골반,골격계,1,lesson,골반뼈 (Pelvic bone/Hip bone),"골반뼈(Hip bone, Innominate bone)는 3개의 뼈가 융합되어 형성됩니다:

① 장골 (Ilium): 골반의 상부, 가장 큰 부분
   • 장골능(Iliac crest): 골반 위쪽 테두리 (허리에 손을 얹는 부위)
   • ASIS(전상장골극): 앞쪽 돌출부 — 촉진 가능한 중요 랜드마크

② 좌골 (Ischium): 골반의 하후부
   • 좌골결절(Ischial tuberosity): 앉을 때 체중을 받는 부분 ('앉는 뼈')
   • 햄스트링 기시점

③ 치골 (Pubis): 골반의 하전부
   • 치골결합(Pubic symphysis): 좌우 치골이 만나는 곳
   • 복직근 정지점"
eac8c143-05f9-48c9-b94f-8d6f4511ec41,7453441d-122e-407c-bce8-9d93af12cbd4,하지골과 골반,골격계,2,lesson,"자유하지골: 대퇴골, 슬개골, 경골, 비골","자유하지골 (Free lower limb):

① 대퇴골 (Femur): 허벅지뼈
   • 인체에서 가장 크고 긴 장골
   • 대퇴골두(Head) → 비구에 들어감 → 고관절
   • 대전자(Greater trochanter): 외측 돌출부 — 외전근 부착

② 슬개골 (Patella): 무릎뼈 (종자골)
   • 대퇴사두근 건 속에 위치
   • 무릎 관절의 지렛대 효율 향상

③ 경골 (Tibia): 정강이뼈 — 하퇴 안쪽(Medial)
   • 굵고 체중 지지
   • 경골결절(Tibial tuberosity): 슬개건 부착점

④ 비골 (Fibula): 종아리뼈 — 하퇴 바깥쪽(Lateral)
   • 가늘고 주로 근육 부착 역할
   • 체중 지지 역할 거의 없음"
38a92b5e-befd-4bf1-a1df-22e749b6e027,7453441d-122e-407c-bce8-9d93af12cbd4,하지골과 골반,골격계,3,lesson,"발의 뼈: 족근골, 중족골, 족지골","발(Foot)의 뼈:

① 족근골 (Tarsals): 발목뼈 — 7개
   • 거골(Talus): 경골과 관절 → 발목 관절
   • 종골(Calcaneus): 발뒤꿈치뼈 — 족근골 중 가장 큼
   • 주상골(Navicular): 거골 앞, 발 안쪽
   • 입방골(Cuboid): 발 바깥쪽
   • 설상골(Cuneiforms): 3개 (내·중·외측)

② 중족골 (Metatarsals): 발바닥뼈 — 5개
③ 족지골 (Phalanges): 발가락뼈 — 14개"
6a8b48b6-5f9f-4cc4-a741-69029d8be4f8,7453441d-122e-407c-bce8-9d93af12cbd4,하지골과 골반,골격계,4,quiz,대퇴골(Femur)은 인체에서 가장 긴 뼈이다.,"대퇴골(Femur)은 인체에서 가장 크고 긴 뼈(장골, Long bone)입니다. 성인 기준 약 45cm 정도입니다."
bf113175-9596-4a72-95fa-5e18d12eb4ae,7453441d-122e-407c-bce8-9d93af12cbd4,하지골과 골반,골격계,5,quiz,좌골결절(Ischial tuberosity)은 어떤 동작에서 체중을 받는 부분인가?,"좌골결절(Ischial tuberosity)은 '앉는 뼈(Sit bone)'라고도 불리며, 앉아 있을 때 체중을 받는 부분입니다. 또한 햄스트링 근육의 기시점(Origin)이기도 합니다."
f1bdc14e-a898-4de8-b098-c75bb4a415e1,7453441d-122e-407c-bce8-9d93af12cbd4,하지골과 골반,골격계,6,quiz,종골(Calcaneus)에 부착하는 건(tendon)은?,"종골(Calcaneus, 발뒤꿈치뼈)에는 아킬레스건(Achilles tendon)이 부착합니다. 아킬레스건은 비복근(Gastrocnemius)과 가자미근(Soleus)의 공통 건으로, Plantarflexion의 주동근 건입니다."
0e79cdbf-de71-4a03-b661-4d78147e50f2,7453441d-122e-407c-bce8-9d93af12cbd4,하지골과 골반,골격계,7,exam,다음 중 하이라이트 된 뼈의 이름은?,이미지에서 하이라이트 된 뼈는 허벅지에 위치한 인체 최대의 장골인 대퇴골(Femur)입니다. 상단에 둥근 골두(Head)가 있어 골반의 비구(Acetabulum)에 들어갑니다.
3404ef46-dd76-42af-b64b-9fef30d9356e,7453441d-122e-407c-bce8-9d93af12cbd4,하지골과 골반,골격계,8,exam,다음 중 하이라이트 된 뼈의 이름은?,"이미지에서 하이라이트 된 뼈는 무릎 앞쪽에 위치한 삼각형/원형의 슬개골(Patella)입니다. 슬개골은 대퇴사두근 건 속의 종자골(Sesamoid bone)로, 무릎 신전의 지렛대 효율을 높입니다."
fd975449-0109-4fd2-b80f-fa5e167b737b,7453441d-122e-407c-bce8-9d93af12cbd4,하지골과 골반,골격계,9,exam,다음 중 하이라이트 된 뼈의 이름은?,이미지에서 하이라이트 된 부분은 골반뼈의 앞 아래쪽에 위치한 치골(Pubis)입니다. 치골은 좌우가 치골결합(Pubic symphysis)으로 연결됩니다.
4b3973d6-7bce-454e-a3d2-ae4cef242ac9,7453441d-122e-407c-bce8-9d93af12cbd4,하지골과 골반,골격계,10,exam,다음 중 하이라이트 된 뼈의 이름은?,"이미지에서 하이라이트 된 부분은 골반뼈의 뒤 아래쪽에 위치한 좌골(Ischium)입니다. 좌골결절(Ischial tuberosity)은 앉을 때 체중을 지지하며, 햄스트링의 기시점입니다."
582e867c-4614-4d76-8512-b701b5c67cb7,7453441d-122e-407c-bce8-9d93af12cbd4,하지골과 골반,골격계,11,exam,다음 중 경골(Tibia)과 비골(Fibula)의 설명으로 올바른 것은?,경골(Tibia)은 하퇴 내측(Medial)에 위치하는 굵은 뼈로 체중 지지의 주역입니다. 비골(Fibula)은 하퇴 외측(Lateral)의 가는 뼈로 주로 근육 부착 역할을 합니다.
0c4bc30b-f35f-4fee-8761-c7f08da0706f,d6864af1-47f9-4214-b778-23521da89431,관절의 기초,관절,1,lesson,관절(Joint)이란?,"관절(Joint)이란 2개 이상의 뼈가 연결되어 있는 구조물입니다. (교재 p.24)

관절의 특징:
• 뼈들이 서로 단단히 연결되어 신체의 움직임을 만든다
• 관절마다 관절가동범위(ROM: Range of Motion)가 존재한다
• ROM은 관절의 모양과 형태에 의해 정해진다
• 관절에는 부동관절과 가동관절이 있다

부동관절: 움직임이 없거나 매우 적은 관절 (예: 두개골 봉합)
가동관절: 자유롭게 움직이는 관절 (예: 어깨, 고관절)"
152b0d62-0631-4fbe-b1d0-67543967c5cc,d6864af1-47f9-4214-b778-23521da89431,관절의 기초,관절,2,lesson,관절의 기본 구조 (주변 구조물),"관절 주변에는 안정성과 기능을 돕는 구조물들이 있습니다. (교재 p.25)

① 인대 (Ligament): 뼈와 뼈를 연결하여 관절 안정성 제공
② 건 (Tendon): 근육과 뼈를 연결
③ 관절연골 (Articular cartilage): 뼈 끝을 덮어 마찰 감소
④ 관절낭 (Joint capsule): 관절을 감싸는 주머니
⑤ 점액낭 (Bursa): 마찰이 많은 부위의 쿠션 역할

이들은 관절의 안정성을 높이고, 동작 시 마찰력을 감소시키며, 충격을 흡수합니다."
920268c1-ff18-4cfb-8f93-c80fee7ba227,d6864af1-47f9-4214-b778-23521da89431,관절의 기초,관절,3,lesson,관절 운동 형상학 (Arthrokinematics),"관절면에서 일어나는 3가지 기본 운동이 있습니다. (교재 p.26)

① 구름 (Roll): 관절면 위를 굴러가는 움직임
   • 예: 바퀴가 지면 위를 굴러가는 것
② 미끄러짐 (Slide/Glide): 관절면 위를 미끄러지는 움직임
   • 예: 책상 위에서 책이 밀려가는 것
③ 축돌림 (Spin): 고정된 축을 중심으로 회전
   • 예: 팽이가 도는 것"
ebc8a69f-ca98-40e9-9366-ef22ab34228a,d6864af1-47f9-4214-b778-23521da89431,관절의 기초,관절,4,quiz,인대(Ligament)는 근육과 뼈를 연결하는 구조물이다.,인대(Ligament)는 뼈와 뼈를 연결하는 구조물입니다. 근육과 뼈를 연결하는 것은 건(Tendon)입니다.
6111f07f-3516-40e0-a3e1-9d883cf11e6e,d6864af1-47f9-4214-b778-23521da89431,관절의 기초,관절,5,quiz,다음 중 관절 주변 구조물의 역할이 아닌 것은?,"관절 주변 구조물(인대, 건, 관절연골, 관절낭, 점액낭)의 역할은 안정성 향상, 마찰력 감소, 충격 흡수입니다. (교재 p.25) 혈액세포 생산(조혈)은 뼈(골수)의 기능이지 관절 구조물의 역할이 아닙니다."
79ae07dd-19f8-4b38-8fc1-e35ba633b9a3,d6864af1-47f9-4214-b778-23521da89431,관절의 기초,관절,6,exam,관절가동범위(ROM)를 결정하는 주요 요인은?,"교재 p.24: '관절마다 관절가동범위(ROM)가 존재하며 관절의 모양과 형태에 의해 정해진다.' 관절의 구조적 형태(볼록면/오목면의 형태, 관절면의 깊이 등)가 ROM의 주요 결정 요인입니다."
1d0f5532-577e-4ecb-bcbe-e06d11de632b,94ef3951-2387-45df-ab91-2b8c87d3a310,관절의 종류,관절,1,lesson,관절의 6가지 종류 (교재 분류),"교재(p.27-33)에서는 관절을 6가지로 분류합니다:

① 평면 관절 (Gliding joint): 미끄러짐(병진운동). 편평한 면들이 마주봄
   예: 견쇄관절(AC), 흉쇄관절(SC), 수근간관절, 천장관절(SI)

② 경첩 관절 (Hinge joint): 굴곡과 신전만 일어남. 문의 경첩과 유사
   예: 팔꿈치(Elbow), 슬관절(Knee), 손가락관절(IP), 발목(Ankle)

③ 자축 관절 (Pivot joint): 한 축을 중심으로 축돌림(회전)
   예: 환축추관절(Atlas/Axis), 근위요척관절(Proximal radioulnar)"
b70ca745-e282-4cf8-8314-055b079470d8,94ef3951-2387-45df-ab91-2b8c87d3a310,관절의 종류,관절,2,lesson,경첩 관절 (Hinge Joint) 상세,"경첩 관절(Hinge joint)은 굴곡(Flexion)과 신전(Extension)만 일어나는 단축 관절입니다. (교재 p.29)

문의 경첩처럼 한 방향으로만 접히고 펴집니다.

교재의 경첩 관절 예시:
• 팔꿈치 관절 (Elbow joint)
• 슬관절 (Knee joint)
• 손가락 관절 (Interphalangeal joint, IP)

추가: 교재 p.72에서 발목 관절(Talocrural joint = Ankle joint)도 경첩 관절로 분류합니다."
14b777c7-5dd5-4f09-b69e-4bc3db48cc95,94ef3951-2387-45df-ab91-2b8c87d3a310,관절의 종류,관절,3,lesson,구상 관절 (Ball & Socket Joint) 상세,"구상 관절(Ball & Socket joint)은 삼평면 운동이 가능한 가장 자유로운 관절입니다. (교재 p.33)

가능한 움직임:
• 굴곡-신전 (Flexion-Extension) — 시상면
• 외전-내전 (Abduction-Adduction) — 관상면
• 내회전-외회전 (Internal-External Rotation) — 횡단면

구조: 오목한 찻잔(소켓)과 짝을 이루는 구형의 볼록면(볼)

교재의 구상 관절 예시:
• 어깨 관절 — Glenohumeral joint (상완와관절)
• 고관절 — Hip joint"
525b66f4-a11e-407a-88f8-def6ff427faa,94ef3951-2387-45df-ab91-2b8c87d3a310,관절의 종류,관절,4,quiz,"경첩 관절(Hinge joint)에서는 굴곡, 신전, 회전이 모두 일어난다.",경첩 관절에서는 굴곡(Flexion)과 신전(Extension)만 일어납니다. (교재 p.29: '굴곡과 신전만 일어남') 회전(Rotation)은 자축 관절(Pivot joint)이나 구상 관절(Ball & Socket)에서 일어납니다.
1188142e-2d19-46bb-b3b7-7aa9ee5e4d0a,94ef3951-2387-45df-ab91-2b8c87d3a310,관절의 종류,관절,5,quiz,자축 관절(Pivot joint)의 예시로 올바른 것은?,"교재 p.30: 자축 관절 예시는 환축추관절(Atlas/Axis)과 근위요척관절(Proximal radioulnar)입니다. 회전의 단일축 주위에서 축돌림이 일어납니다. 어깨와 고관절은 구상 관절, 팔꿈치는 경첩 관절."
13525131-923b-4bff-953e-86174b3e0d7a,94ef3951-2387-45df-ab91-2b8c87d3a310,관절의 종류,관절,6,quiz,"삼평면 운동(굴곡-신전, 외전-내전, 내-외회전)이 가능한 관절 종류는?","교재 p.33: 구상 관절은 '삼평면 운동(굴곡-신전, 외전-내전, 내회전-외회전)'이 가능합니다. 경첩=단축(1평면), 안장=이축(2평면), 평면=미끄러짐."
d2b93980-2ba3-4e75-a4c5-65192884526f,94ef3951-2387-45df-ab91-2b8c87d3a310,관절의 종류,관절,7,quiz,구상 관절(Ball & Socket joint)은 삼평면 운동이 가능하다.,"교재 p.33: 구상 관절은 '삼평면 운동(굴곡-신전, 외전-내전, 내회전-외회전)'이 가능합니다. 오목한 찻잔(소켓)과 구형 볼록면(볼)의 구조로 가장 넓은 ROM을 가집니다. 예: 어깨(GH joint), 고관절(Hip joint)."
80fb67f0-9ed5-4681-bda5-2cd2ece53d14,94ef3951-2387-45df-ab91-2b8c87d3a310,관절의 종류,관절,8,exam,다음 중 관절의 종류(Type)를 모두 고르시오.,"Pivot joint(자축), Ball & Socket joint(구상), Condylar joint(과상)은 모두 관절의 종류(유형)입니다. Occipital joint(후두관절)은 관절이 위치한 부위의 이름이지 관절 종류(Type)가 아닙니다.

교재 6가지: Gliding, Hinge, Pivot, Ellipsoid, Saddle, Ball & Socket. Condylar는 교재 외 추가 분류로 타원 관절의 변형입니다."
ede91702-3dd3-48c2-bd06-f6deed222d53,94ef3951-2387-45df-ab91-2b8c87d3a310,관절의 종류,관절,9,exam,Hinge joint (경첩관절)를 모두 고르시오.,"교재 p.29: 경첩 관절 예시 = Elbow, Knee, Interphalangeal. 교재 p.72: 'Talocrural joint = Ankle J. : Hinge joint'으로 발목도 경첩 관절.

Thoracolumbar joint(흉요추 관절)은 척추 관절로, 주로 회전과 측굴이 일어나며 경첩 관절이 아닙니다."
ce824995-b437-4c3f-8941-f93595fc0a02,94ef3951-2387-45df-ab91-2b8c87d3a310,관절의 종류,관절,10,exam,다음 중 관절과 그 종류(Type)의 연결이 올바른 것은?,"교재 p.30: Atlas/Axis = Pivot joint(자축관절). 어깨(GH)=Ball&Socket(p.33), 팔꿈치=Hinge(p.29), 고관절=Ball&Socket(p.33)."
ec2bef0b-08f6-4760-8667-fae3ce05890d,94ef3951-2387-45df-ab91-2b8c87d3a310,관절의 종류,관절,11,exam,안장 관절(Saddle joint)에 대한 설명으로 올바른 것은?,"교재 p.32: 안장 관절은 '이평면 운동'이 가능하며, '엄지의 수근중수관절(First CMC)'이 대표 예시입니다. 말의 기수와 안장의 관계와 같이 오목면과 볼록면이 직각 방향에서 서로 맞물려 있습니다."
5d248f55-7ba9-4a85-a6ec-06606ab1661c,c6130385-d2f9-4f02-856e-4db161c997a6,상지 관절,관절,1,lesson,어깨 관절의 5가지 구성 (교재 p.57),"어깨 복합체에는 5가지 관절이 있습니다. (교재 p.57)

일반 관절 (True Joint) 3개:
① GH joint (Glenohumeral J') — 상완와관절
   • 구상 관절(Ball & Socket)
   • 가장 넓은 ROM, 삼평면 운동

② AC joint (Acromioclavicular J') — 견쇄관절
   • 견봉과 쇄골이 만나는 관절

③ SC joint (Sternoclavicular J') — 흉쇄관절
   • 흉골과 쇄골이 만나는 관절
   • 상지와 체간을 연결하는 유일한 뼈 관절"
cdfa6ca5-4703-4b92-82b5-054c0bd8a24b,c6130385-d2f9-4f02-856e-4db161c997a6,상지 관절,관절,2,lesson,팔꿈치 관절과 인대 (교재 p.60-61),"팔꿈치 관절(Elbow joint)은 경첩 관절(Hinge joint)입니다. (교재 p.29, 60)

팔꿈치 관절의 구성:
• 상완척골관절 (Humeroulnar joint): 경첩 관절 → 굴곡/신전
• 상완요골관절 (Humeroradial joint)
• 근위요척관절 (Proximal radioulnar joint): 자축 관절 → 회내/회외

팔꿈치 주요 인대 (교재 p.60):
• Annular ligament (윤상인대): 요골두를 감싸 안정화
• Ulnar collateral L. (척측측부인대, UCL): 내측 안정성
• Radial collateral L. (요측측부인대, RCL): 외측 안정성"
8a3b2d65-6995-4a04-ba2c-fa755b897286,c6130385-d2f9-4f02-856e-4db161c997a6,상지 관절,관절,3,quiz,견흉관절(Scapulothoracic joint)은 해부학적 관절(True joint)이다.,"교재 p.57: 견흉관절(Scapulothoracic joint)은 '기능적 관절(Functional Articulation)'로, 해부학적 관절(True joint)이 아닙니다. 견갑골이 흉곽 위를 미끄러지는 기능적 연결입니다."
56bb832f-9313-4573-9a10-7ecc8b1e1794,c6130385-d2f9-4f02-856e-4db161c997a6,상지 관절,관절,4,quiz,어깨 GH관절(Glenohumeral joint)은 어떤 종류의 관절인가?,"교재 p.33: GH joint(상완와관절)은 구상 관절(Ball & Socket)로, 삼평면 운동(굴곡-신전, 외전-내전, 내-외회전)이 가능합니다."
4437ce63-d9cb-4e84-8ebd-26bd3eef9b62,c6130385-d2f9-4f02-856e-4db161c997a6,상지 관절,관절,5,exam,다음 중 기능적 관절(가짜 관절)은?,"교재 p.57: Scapulothoracic joint(견흉관절)은 '기능적 관절(Functional Articulation)'입니다. 나머지 GH, AC, SC는 모두 일반 관절(True Joint)입니다. 견흉관절은 관절낭이나 인대가 없이, 견갑골이 흉곽 위를 미끄러지는 기능적 연결입니다."
8153f6c7-4f24-4c18-be1c-afe9d8a489d7,c6130385-d2f9-4f02-856e-4db161c997a6,상지 관절,관절,6,exam,다음 중 견쇄관절(AC joint)의 관절 종류는?,교재 p.28: 평면 관절(Gliding joint)의 예시로 Acromioclavicular joint(견쇄관절)과 Sternoclavicular joint(흉쇄관절)이 명시되어 있습니다. 편평한 면들이 마주보고 미끄러짐 운동이 일어납니다.
e0e531f8-98a2-4f71-8304-570c4954402b,d5198b22-477b-4a8a-a4a0-182a98a3098e,하지 관절,관절,1,lesson,"고관절 (Hip Joint) (교재 p.66, 70)","고관절(Hip joint)은 구상 관절(Ball & Socket)입니다. (교재 p.33, 66)

구성: 대퇴골두(Femur head) + 비구(Acetabulum)
교재 p.66: 'Hip Joint = Femoralacetabular joint'

가능한 움직임 (삼평면):
• 굴곡/신전 (Flexion/Extension)
• 외전/내전 (Abduction/Adduction)
• 내회전/외회전 (Internal/External Rotation)

고관절 ROM (교재 p.138):
• Flexion 120°, Extension 30°
• Abduction 40°, Adduction 20°
• External rotation 50°, Internal rotation 40°"
ee3b5b18-d720-4bf7-952c-2909f17fb740,d5198b22-477b-4a8a-a4a0-182a98a3098e,하지 관절,관절,2,lesson,슬관절과 인대 (교재 p.71),"슬관절(Knee joint)은 경첩 관절(Hinge joint)로 분류됩니다. (교재 p.29)

슬관절의 4대 인대 (교재 p.71):
① ACL (Anterior Cruciate Ligament, 전방십자인대)
   • 경골의 전방 이동 방지
② PCL (Posterior Cruciate Ligament, 후방십자인대)
   • 경골의 후방 이동 방지
③ LCL (Lateral Collateral Ligament, 외측측부인대)
   • 외측 안정성
④ MCL (Medial Collateral Ligament, 내측측부인대)
   • 내측 안정성"
82208f05-296a-438e-88dc-cdb30c2ceb13,d5198b22-477b-4a8a-a4a0-182a98a3098e,하지 관절,관절,3,lesson,발목 관절 (교재 p.72),"발목에는 2가지 관절이 있습니다. (교재 p.72)

① 거퇴관절 (Talocrural joint = Ankle joint)
   • 경골+비골 ↔ 거골(Talus)
   • 경첩 관절 (Hinge joint)
   • 움직임: 배측굴곡(Dorsiflexion) / 저측굴곡(Plantarflexion)

② 거골하관절 (Subtalar joint)
   • 거골(Talus) ↔ 종골(Calcaneus)
   • 평면 관절 (Gliding joint)
   • 움직임: 내번(Inversion) / 외번(Eversion)"
e75f6fae-f9ac-41ff-87e9-f6f43adf3994,d5198b22-477b-4a8a-a4a0-182a98a3098e,하지 관절,관절,4,quiz,발목의 내번(Inversion)과 외번(Eversion)은 거퇴관절(Talocrural joint)에서 일어난다.,"교재 p.72: 내번(Inversion)/외번(Eversion)은 거골하관절(Subtalar joint, Gliding)에서 일어납니다. 거퇴관절(Talocrural, Hinge)에서는 배측굴곡(Dorsiflexion)/저측굴곡(Plantarflexion)이 일어납니다."
b939b603-5296-4734-b96a-25a518261fa5,d5198b22-477b-4a8a-a4a0-182a98a3098e,하지 관절,관절,5,quiz,슬관절에서 경골의 전방 이동을 방지하는 인대는?,"교재 p.71: ACL(Anterior Cruciate Ligament, 전방십자인대)은 경골이 대퇴골에 대해 앞으로 밀리는 것을 방지합니다. PCL은 후방 이동, MCL/LCL은 내측/외측 안정성을 담당합니다."
667ce89e-a4b1-4eff-bea7-2a8d2be3f29a,d5198b22-477b-4a8a-a4a0-182a98a3098e,하지 관절,관절,6,quiz,ACL(전방십자인대)은 경골의 전방 이동을 방지한다.,"교재 p.71: ACL(Anterior Cruciate Ligament, 전방십자인대)은 경골이 대퇴골에 대해 앞(전방)으로 밀리는 것을 방지하는 인대입니다. 반대로 PCL(후방십자인대)은 경골의 후방 이동을 방지합니다."
57918292-123b-4040-9cfd-76e0b23c10ec,d5198b22-477b-4a8a-a4a0-182a98a3098e,하지 관절,관절,7,exam,교재에서 발목 관절(Talocrural joint)은 어떤 관절 종류로 분류되는가?,교재 p.72: 'Talocrural joint = Ankle J. : Hinge joint'으로 명시. 배측굴곡(Dorsiflexion)과 저측굴곡(Plantarflexion)이 일어나는 경첩 관절입니다.
16b3cfff-beb5-4fb5-87c7-f11cece38b5f,d5198b22-477b-4a8a-a4a0-182a98a3098e,하지 관절,관절,8,exam,다음 중 고관절(Hip joint)의 안정성을 높이는 구조물이 아닌 것은?,"교재 p.70: 고관절의 안정성 구조는 Acetabular labrum(비구순), Joint capsule(관절낭), Ligament(인대)입니다. Meniscus(반월판)는 슬관절(Knee joint)의 구조물이지 고관절의 구조물이 아닙니다. (교재 p.71)"
